MixID, Bandwidth, Malicious,SK
0,23.004687135002744, False,16133720558333356825811084462886647046655417474361170245356516640621666524621
1,0.0568158112609413, False,21751330598117508149354644683064482728989680633957784508310790387871784135202
2,1.288728899668616, False,81781998327810889179452504846352324873521508888050892008898177500141271917477
3,0.1613447994953389, False,95600519338557985489890531152171264852006049070194737549808416218031315160685
4,9.391397562969727, False,107637661527558617007921300136269651713567943661716017253636191741969916901876
5,0.0137270460830361, False,35460906065432762512871536891396610527330852919220540687288996620301024015601
6,28.940188597057443, False,79494086899001904152957695430863368473882352866373434716879838440334047196178
7,24.115645830081487, False,104093665768437326421913491656544991769535108218528443494038260744501155267680
8,5.981273163150664, False,11761194586545557226954463499581838590967214776001839508029890132671996586807
9,0.0318698848492166, False,115505920403964582556086985268814108821382409143286082597884482460668887700741
10,24.209371267230782, False,73754076446434687980817414787069813597789957564171714057817738591510580382542
11,3.844165156506586, False,79612016302283131622234273920042404269080754045311386383316308716930154784172
12,38.75315232253031, False,103509286090670532220597955875998457661292719448796807324554984899319256624020
13,1.495460324462047, False,29423646962622554804379346750419074523995958062849257369493395107201176297955
14,10.67455340669912, False,1936128425726366952721493025755103089102596395921978518695803494968817753303
15,7.853514293680501, False,50983594116839771118033911855542027591346987120630699286046742847854802366455
16,2.2758279108518256, False,66686653822862237538945479646948521111284209214269557818289465734195666545530
17,0.237097773224722, False,114950978211820447951795075188067129850853574797187856935763275894171661171380
18,7.350602581742397, False,91503327533190902309856675415302585804812580654080986174986493785955923633225
19,4.825499155071301, False,58856264469479269203966484925349517676891220904992871021533293000735445504754
20,0.0307548954277133, False,59936468699281675954255530667239695334743493768737513808564176962446203578965
21,4.807438143220205, False,7124852436856018387319371984473074855863672112051543495908100920759259473954
22,0.576999489677215, False,67272792089331646847675107475055905456471006971362469985981155822009357012303
23,2.0411462647834813, False,25337720937973614831743685978935276706515565250472435755405705829139444812750
24,19.05479089516785, False,101837076955888188734400110109406277105662972991280828630039663155079061834735
25,11.872749576250037, False,71744357415678226806562047351520691809622781077042704646387613218990821813119
26,48.780790818444416, False,111873136862238625111142132588666195532179568709576015192122312539973312236450
27,0.5532807521897981, False,81137828423141307085420308195991205543514391977427306669742976037851781927965
28,5.497853623592693, False,69313015555462281069368853050347357832077438246967273475313603968960910113157
29,16.467503484289647, False,97149748718078693152482163834295816002283442352484193070452507422439926394986
30,1.8513562591969643, False,23721194601638127459946665368501316634809264087738800236838683051051675141400
31,5.042645557614067, False,71409261812234208410438483545609308546670469610817682139977549117175884012256
32,1.0999544841270577, False,27332392713039976103943142795526643856114288786503938196265207490463302859731
33,16.996222877007817, False,72834195094698646407682405040156558909417875293619519700004755485283525831860
34,6.989533382584145, False,39162130466321895725809143909044857797705979274952758821520274272953447625084
35,11.116708609852878, False,34199339156054463008712100041421547823892319475494975632303653517436877487314
36,5.598002160459804, False,96338409087739848094592333539852834554325017666508683676305379494761532959575
37,9.088394186838702, False,50415708435321518277924066302828080375435796966161247062535243327076889906850
38,0.2318225921117976, False,81130568441887675402539563245433382717199547837454782392220832714380129682431
39,18.13569713742525, False,101593547233089023957279983960919694078226098453531231486591946667969614494225
40,26.115044906203742, False,40313953854726584732556123963757257484822635587770697683107373205661409073471
41,19.85333033067262, False,2612266248906494954783610438675475609011888998078300275978532963200885548187
42,16.696043058227502, False,21678934675440954540773203395404850621803803573697145996113082446278592966165
43,2.8805654298888674, False,97681829913659060232678355092083275818319116463088924884613749483529363792291
44,0.0113723907090606, False,32149729437281855665207821383882000751771825965226404090442281792141050832674
45,21.99953078587796, False,78263215338156068887097337077591233209048983838723280814657278818759704034780
46,12.326274926282302, False,8343882543867393280413035636142565174844339330390221600484439835333706382268
47,5.1491383187443, False,30636146025391966008442875629240717489932584006109571925827689202976539179228
48,10.54335993063131, False,56780118707776472610215500747164783891064245509911463472846538335390877118339
49,31.501309363775075, False,114146482005966684700303733087308647633827814074721229916720254192668401577588
50,3.730872203890496, False,6332874397287721474085457690479509588769024315725825183634468504239138505759
51,0.2434132484715462, False,111702136521503496156673039820004292537479162397343539061360780952829934993202
52,8.536240744669353, False,95033003311720044485277032792658790778898123023362162381863195587586843422946
53,0.2567437420194463, False,51681789033724077572137744087015745876068577735561926010066664329408277298147
54,16.326855026038775, False,79069458780793810407510161994130801759130854916379789009004253668160868346731
55,1.232294844951672, False,40097641318153851581147990876238050937987440412891350140059552517656998957033
56,3.5657347089950453, False,15083673965918275707675595984802049530098690475941975718442487438737248357071
57,15.31330812769167, False,51588388901326322085111680355534656547175688178613365981264938354744438947259
58,2.39254541734028, False,103369629074109311800181950566161478083438236468386554795870860089294786195432
59,7.362319106217104, False,55653478072822932663595232715558526418588120012094124360853691216907914464656
60,0.0607840207053781, False,80125280952538575444864770106005074804708814322496372093036695830145230275058
61,10.948802863218985, False,79073855004648241723148931045807787337965670747447173060617406050010420451495
62,0.5782891294395606, False,20648681789453381617508757235424378142861882718256256065247149109612413534963
63,1.0804296958554382, False,105685017640109327096966362650105540879920555462320184392573233269040229967076
64,3.7137950320909616, False,2083951221751636811762689358303014346999240381621612186521762842609857112531
65,0.813984202000723, False,83233847505299114354062200595898677620133748419737914328185460839560257267733
66,0.4082209191433441, False,70425462909071014358643703280583491920206759519853690669315308944345662971799
67,1.198590051402984, False,48579943610055991833137695760159610646937531557199597132060872538958107597593
68,1.0216782018736623, False,107241674919882373583104150394186399571417280260113206055394801988798082646971
69,1.4668989085017692, False,30209464392345041161398372466853489461797331232744806374124300051036001095243
70,37.29581016715942, False,75589536298762334865884782178995107488155980207178925095276117809247090723806
71,12.43892045318056, False,64637943336967134331009177665950407863630443811496033026195814136367395538236
72,2.2213418233490816, False,77067765897078392433638395571697865181292862761845664038294211394607462048267
73,0.5334147014174511, False,39129956984373286133815051081194771732906516991482201622683677204594687780566
74,21.348700692268583, False,87696581139616144141722888315957554310115255554406228790049607275992584691385
75,1.6934223377704338, False,40897170135721204541960152104085689881692169268161598275526136061794050682454
76,17.2366816404365, False,65936888041606959999362396534101192075832083850960203472938117665956857941942
77,0.2939986788889044, False,26333704707338893012368446986509327495620159239553117624295324378370990490882
78,7.152207267211226, False,15527907666582101618641903304816431965284922285075302541264361071785471657754
79,6.164090195084188, False,54570927764262948500109639652547865138995869647629137248321911080645530523178
80,32.14820252026511, False,99305867545027373052206348415719871534113396417486383681413235481103794954308
81,0.8397679990713134, False,9467234738042251948440048857220327705926487758829370215169861205487999642068
82,5.670704978544519, False,32195615758189191644302275136546070554521732648939225676012174671171487826383
83,10.904775979562826, False,52126469731400288723236285331592328050593376140865881151402015891239837400693
84,41.9182042499749, False,94411688634582384574834818742128356059323381137968380078428403879826029720484
85,13.645279803205897, False,82707938228271096371344304130110699528234000836507198395322168766867002603630
86,7.117976516919391, False,100392748767630648279835664498253151344709081090709213383336839775068727103885
87,0.5521116693688445, False,97487216809978288840490829315655434919107546324978349006291816007138389280957
88,0.7623509376680668, False,74100162773146538955981188970850057433399490057357767620965082246073837334428
89,1.657027714171154, False,85331440545665904511292393196709861421610469014695559532367099883036527088778
90,3.9108510427845182, False,22426182648945568973388565351861761208670897259789754300231550134372245801345
91,0.2423648690536241, False,10277535482140486766194664730164320065109244014653656889161029861649665003762
92,0.0909156317436468, False,51840786951880732832404894107425614850294909850809678502950974930335443397785
93,10.607865548569409, False,2221490283952894393636842686235104536920313915442798104619844314429454060293
94,0.4746564519838906, False,78328904352273311382815602021888667138867030618660184704554772712218228022828
95,64.0735411304949, False,7154458159752719128759331754514059395870575227009109856514856504905665700748
96,23.124717571965604, False,12841632181783831686002907950985885220681021808162799274493191485612994762317
97,4.185304537440335, False,7732175842042793441023866937117437889033832756415026360679165996231666425402
98,7.1419414749683146, False,105689868798669241877318439235060429328583906776664248435157390170758929715253
