MixID, Bandwidth, Malicious,SK
0,0.619601435195812, False,51808132887329604021385086550774379600787532985919756044889154353067687004548
1,5.47906358609442, False,27937421330635522348504334018405880075387304420166873868781370502129322533878
2,27.46003748562935, False,89818632985723939367501684303664049778771625871150865111963878064445664415504
3,6.507232068102521, False,30085609866616847871929804707000720138699651355406119508753807533515335744500
4,4.176545999273254, False,76093539560250437376145715298641265807230560034406256008074038711863141794592
5,68.66889707040565, False,81292158196705378029218353073485714934382553873598958457724495492490323449491
6,3.691910768826373, False,3293704360966112982936649537594685700759870654065509025138073452328556794439
7,1.3492041495458762, False,111621504947446702566688140935010093463744821678231106854353390359089393309107
8,14.736134719981893, False,92216804772965248091063240005571538078214954425104935331111666104760419622396
9,9.10984767114062, False,97010618927806315212035821293884203380530491714812075713787588554176116624329
