MixID, Bandwidth, Malicious
0, 3.137635243190828, False
1, 3.6083036041576477, False
2, 48.501141270559984, False
3, 4.175110628650195, False
4, 2.441540536182611, False
5, 1.1732725030418547, False
6, 18.197577034438762, False
7, 14.954826264338871, False
8, 23.04477952481747, False
9, 1.125771610939964, False
10, 6.185736709387407, False
11, 0.08173851939195464, False
12, 1.8432998356576837, False
13, 3.5204558583684253, False
14, 3.1427598417990668, False
15, 3.118636918400566, False
16, 0.23768563598123996, False
17, 21.282850166925012, False
18, 4.016643763686451, False
19, 7.124296893403177, False
20, 3.854135629696549, False
21, 1.4846695419113205, False
22, 5.05202176360557, False
23, 7.140203283502478, False
24, 0.8445274313344631, False
25, 15.923679573732484, False
26, 1.271088037537567, False
27, 0.27094826955564055, False
28, 4.824617096294584, False
29, 28.286937299741137, False
30, 11.729219234256593, False
31, 3.37907789387574, False
32, 10.800618124050072, False
33, 37.78782117806435, False
34, 3.019999024823869, False
35, 7.834009369589637, False
36, 16.16351375533905, False
37, 1.6271379435309685, False
38, 6.623980029614022, False
39, 1.3443468836473225, False
40, 7.687568780400058, False
41, 5.627201412966809, False
42, 1.4391740670654363, False
43, 65.88104913077731, False
44, 4.38137657161823, False
45, 3.880704453030463, False
46, 16.83385709813755, False
47, 0.9741021204393951, False
48, 13.007144767211523, False
49, 17.735930407789805, False
50, 4.132894907506643, False
51, 5.147437051349746, False
52, 33.38271021064442, False
53, 29.44307349309253, False
54, 9.808744520691038, False
55, 5.528802196617401, False
56, 2.722005208972881, False
57, 0.028507294647423097, False
58, 0.05022823859016853, False
59, 4.331275838330838, False
60, 0.5718338461325242, False
61, 7.39809442611292, False
62, 0.22350242494890013, False
63, 1.5226273935195231, False
64, 3.662183577873307, False
65, 95.8960334105397, False
66, 1.3197219738298411, False
67, 0.9198109348933227, False
68, 2.6875022373257473, False
69, 3.5260885913580946, False
70, 1.1765154366981574, False
71, 12.092989533381608, False
72, 3.318193990975674, False
73, 19.575292202870454, False
74, 0.8279830803671586, False
75, 2.206836339575553, False
76, 35.648201587535254, False
77, 2.8105164747172413, False
78, 10.737325463157562, False
79, 25.942174777203363, False
80, 0.838042607871369, False
81, 2.7481504966277517, False
82, 18.559884382257238, False
83, 10.847780376601731, False
84, 37.16381209561855, False
85, 6.3951250011442955, False
86, 6.449541492895059, False
87, 13.241788106743412, False
88, 6.79950794386582, False
89, 0.6070779245887121, False
90, 4.296703837640644, False
91, 1.5075234794827956, False
92, 1.8680736235908124, False
93, 5.53562503321274, False
94, 38.19622795344108, False
95, 4.1505014311897925, False
96, 37.5999258614216, False
97, 8.349638767976618, False
98, 6.00725748723327, False
99, 0.19805328000736433, False
100, 1.0127729183906946, False
101, 69.40024490327698, False
102, 1.8180770336588412, False
103, 43.00762426157624, False
104, 8.809690844272547, False
105, 9.108736824722243, False
106, 23.795463755209948, False
