MixID, Bandwidth, Malicious,SK
0,7.222983840621532, False,101661106791232596629786533547983288118579939402527939519103729802533606199185
1,12.99495957855063, False,61182396441677893875796280651519710101139370754474866389734041387836250610923
2,2.2905328818974637, False,52413934606211059482778254751582028534881268148565145873703807828403042112538
3,27.475737665430604, False,53208206931930670000048694745475907743998091312324045661522076496962106942607
4,6.307483769780659, False,21352698349423484744551162117797490161216895793147840716126998769634699151358
5,6.657052422554515, False,81236723809678847448776326872048234397581144752141723845208285876138442916395
6,6.928901550879272, False,22499751537040446547644752986721637770480217085614449033129451086820948133312
7,3.2235882923402825, False,84528311058332852454466267588404021907802786023805768014498491639812955773187
8,15.160917700728795, False,42868207396118065037001886608031374702950530500270332756936766324598992800256
9,8.85216557772823, False,18505475690411475702614924142779547347532833151663535529945377210861494818643
10,0.5387593496234153, False,81662097550518936960800520256101125593319325377625277856799543949745270971409
11,1.3608381733895494, False,75969936253703964954992887745535709844887912075904587448077807168554342183434
12,8.665212500897265, False,32196240512614592141872080267741155198062417954021667052588889531172038134588
13,3.2764987158085663, False,49499110231277502237434279744222731878500606775395291382597458820998312384787
14,25.41910765216961, False,98661299201389339356193661042573633882162833230200981994635808487033156455500
15,21.94056134492644, False,96264539816202871634838706327931983593989362110747064111943674887434955286023
16,1.9197653236923973, False,74560807307951078271762337102055698033350720664391192177173409487050155034301
17,10.862117738311412, False,110641729849318496709996848455474388298887799219858807623903829887069436141084
18,0.0838740429849113, False,87920837535041110559355248798275337030066325385508832199823452481490693965579
19,0.0893253822484195, False,52246710399953324437696248283236352213924972631081583666548851909310343478977
20,11.38880840249868, False,60463328998559755202821777692032604125423423566017840796354369632258833325488
21,6.023053028819617, False,37035837796999924380593845087611424842564672193044742734622399121838033730848
22,8.741528699180984, False,105504847929526433287212636798481880783988020288694202325316701824072684064943
23,7.176543829821795, False,83583707948675689970715087731515679777232275067991187103379610913145666899516
24,23.50657446422732, False,46010083477302465023461258288169974933496042789404236069520021705208577818486
25,0.3143266094918713, False,32832502063304200039248822539085596078732374658513819124986802486899611725952
26,34.23776541885047, False,12678827512779695181242085399847639730823098166684816951342366708034870713670
27,5.67274083994676, False,90046269418134406409441305997548691825526288775338370047354506731757523555673
28,9.814402331270497, False,91035493150584695035687222715900099685249086599718070673207554478227740430199
29,13.170307805453872, False,14935279130918998995362257904682378737623337145524427765906203200583641897250
30,12.557068468618962, False,20775951937024566637375250079905783836797066423208645956063295348744258752253
31,0.0879598211306067, False,99788165875103480850268556857034887175701578023120708627270702110696201282608
32,0.955780102015627, False,79198587309866315495829378880244510385541439263786762849352690844478145010953
33,1.9370167181767812, False,47277809613957918521330617035167062470506709502544450725632637756852453284653
34,1.288079001994806, False,100277473596405279029779266806633915753409921892015039168491157483169564731131
35,26.5504624578652, False,97117924553332006020664276152035506653673566361744440372136290540401554136844
36,3.6007512530150185, False,71989779966226893523013767916185721362920177226917189405345935601679044722390
37,3.366730204460028, False,114449338014701119439594505448603920310575063477755368892989226248529312376170
38,31.920568058554963, False,95215682755182221836498803498643152031797666827059380921526153058296552826956
39,12.971634235996682, False,27450230899820168995666338693114495459167381618202097451202478359615973515454
40,0.3265718338119953, False,34384946972614966149557517104065499047229564580714942632198039223515361913874
41,0.217864479105697, False,48226549741396525435179142104321264119258510694615424087301404941840681332388
42,20.430784458454426, False,102686689037341999887915556667027992927624533456266179121708350711855124210461
43,6.91864138133942, False,113356563353120785404392056226784182263769019413795700777175686131421670071189
44,5.930846855383085, False,8463459690879124956021696465415325830233030581546264420371822071246690282899
45,1.3804897480535747, False,12121189054603294048701211485466048558841905288434581889402570689328277956401
46,0.00958687114735, False,19136474756159196539914308189676572884385699370367968355458892255339396776947
47,0.1329325119137382, False,18715516694039377691486214671825359794277347258468795760259748281706651454320
48,7.759660246133861, False,4807268572135541841485847851506745561173605066334734113028848979908408939429
49,0.2793450003174594, False,74955218496178829039666824776371794027038649943603221410613570802458985788701
50,8.161581425684348, False,114137106676998596549192213313530978200819874521449539051565203323144479535469
51,4.342795108664408, False,5701884416590194472827620843432476964254752545066001232671537151412214289774
52,0.8587638635499052, False,50875651675362522384817821106480885459558414667229422179415877493066352734126
53,37.47004998403759, False,58277233426745572916663277625239663470681570937221365468996613496746056481298
54,0.0227918061569197, False,89894793757238601273118295149491815632593867583748552650539243432252432625893
55,7.932677377941161, False,79872137109881424298323177747926179195937608186182862061922682712756496547897
56,11.14858535654003, False,56696699064896454553532291123360691697877766392485030634585820542294736324452
57,30.17996887956908, False,25556419993483273967409955522385673687120277038194941968875193557975135509037
58,0.3813028211266771, False,40647641341964844223367558613734308532065717607786616374449326899719404009286
59,94.71126009940475, False,47356221251592303272311002013376990456771084958145855066287341834261361897966
60,0.7987480284864709, False,41859116387954911918125075719309501970577182512887213489893575577928426000579
61,1.6179515512481009, False,80582462657339920845376974297762300346166698443110941366625989602035799251325
62,1.264402736043084, False,3903605319551989966785873081469553166385482210673762785853052560567139826057
63,6.635158713912974, False,110831000306330681226314881654676347513895507677376605934149682868035112582679
64,31.435559910492543, False,66621766528751960433441039810548253121461049015859128385310071747194721991413
65,3.1634735148191373, False,100663477902348079183005173917720458455608101314795256165257959420208881230584
66,0.4562868005229911, False,98552582110317770536108203386586693978434038947175919101754620745642380430857
67,25.3168529824582, False,69727839240303369534434752953877477152022567135628187897179261574305063899361
68,3.9157126944261527, False,60184282129409687436161775907640718926159257174261584778638486461455248999186
69,6.770693549544401, False,79010256645567909495327388975543798593537421350942146451384165768125881388796
70,3.361818667947304, False,26145034873404686378459579900798316867612836679862460383126006974032637382868
71,0.6111449104971354, False,62855117861669798423868953753255443483033319315570313687692008704629600047840
72,2.7018299850616474, False,81879492224426987622400654839817012755683748440827990974452313472893810621398
73,1.339083221836006, False,20961001493817567388429603230670840286372539249710741373274482078937313074652
74,77.1456502908185, False,37941814803167908684464790804412902594110966096145533010408244773641270713971
75,2.802672560202001, False,45148051785583385923200099455746477033401080934276250404808036059876200289740
76,24.68825893105349, False,115316351998895175062951702265137883556699127656040151457755669122879540182775
77,48.46296355796333, False,3342306551604397644607470925491998798538605593090644290791068763207318005797
